id	filename	md5	size	state
0e42319d-f24f-4f49-9c86-1442f09fb048	4839d8d3-b631-44bc-a4e4-2c7ba456596a.FPKM.txt.gz	0ad73767bb4fd1421a37e0202afb7463	534238	live
0e853213-0a23-438a-bc03-b75209e07a12	ecaddfdc-47df-424f-b62c-6aefdf7fa0f3.FPKM.txt.gz	95efea0abbf902ce609eaf00b8d64205	514331	live
0f1fd167-1caa-423d-b309-63d73ad7ae0f	d84aecda-2187-40e3-b2b5-2bb18e735ef2.FPKM.txt.gz	b6f72d3b378e04d702624dca37bbd7a6	518823	live
0f59854d-29e7-4afc-aced-31d5174a4a24	03ba09dd-2589-42ab-afe1-cf0493ba15a1.FPKM.txt.gz	a1db191fdfa0c937dae6cba56307ba79	505308	live
0fc620d6-06b6-4a91-b9c7-c5c9524473a0	059dddc4-ed29-4cbb-9a80-550894c21db4.FPKM.txt.gz	b7776fc4ff5b8a17a5abb7e5f11b978c	513044	live
10225ce8-23c3-40fa-b717-e1a4295b10c7	c4dca9cc-79b1-4b52-8aea-50fd571419c8.FPKM.txt.gz	5c18f712736f663fdd4e95eb45ba05c5	488600	live
105b7dbd-2687-49c1-8856-c11e4b39ba04	d5ed2249-5c62-4590-a758-2f4e7dc46998.FPKM.txt.gz	2ce4f51d335696329588607cf9c4f4c1	529930	live
105fd983-7bc4-45c1-bbf9-0bf121d0d8c4	494ca558-baef-4580-9662-19f2b8527858.FPKM.txt.gz	ddf3404814589165c1b6e8a58d742127	527795	live
10830049-6ef8-4337-8902-f17a59d83d83	402b06ae-5456-4e4f-b8ed-8b52b1eb2536.FPKM.txt.gz	f72aa0eaa40ebbf693900220aa98a343	510338	live
1093d03f-ceba-42bb-befd-1ce5edf2ad93	a5f5e1b6-9947-442f-a106-9df71b3a2e75.FPKM.txt.gz	8ae3d4f31dfcf0e23d84b27a55f0a6a9	514526	live
10aca1a3-0e26-4c77-b2ce-ddd77acb1a0c	454bbc77-1ea6-4e0c-a150-ea7d35514f5d.FPKM.txt.gz	2c1af822b455c2540c5dea4715ccc960	545103	live
111d398e-83fd-4ade-9742-095a94032773	f961ee85-4b94-4052-b930-125ca8215877.FPKM.txt.gz	ecb8e354b4efa895f8913b8f9c063e0a	510613	live
113c7abc-652a-4dd6-99e6-d7dc533e5edc	a2611f73-fcb2-4b74-bd11-b87f509d05b2.FPKM.txt.gz	b44653b5a4b14ab66f794f3ca99e298d	496552	live
1186c5f9-0895-4140-9ee7-8c2b81f5a3b7	96e790cc-5875-46c3-8374-3c1dcae9d3d0.FPKM.txt.gz	9ef465e042e7a56ba9653d28bdaf0940	514403	live
118deb19-2178-4e89-8eb7-2bb5cc2fbe57	7852bfcc-9d96-4a25-8c4c-feec90f9c21f.FPKM.txt.gz	3d4bdbbcca61924aca5ab71bafe7a8ab	484055	live
11d49590-7fd1-47df-a8be-076a61a7cdc1	22c5c58f-9b9e-42b0-abdc-bb57fa0468e5.FPKM.txt.gz	988dd783fb346ba2ba00be0fd87fbdf1	514425	live
1248809c-b35a-401e-836f-19ae91a8df56	f3cf307e-8d8d-4477-9531-ccd7a877e829.FPKM.txt.gz	0d895e40723bd8adfad7014ccb9d262e	517004	live
141e6c24-4192-468c-a969-e0ee3f31ab26	184a1f09-5179-4704-8d18-ea58329cb552.FPKM.txt.gz	ec97ad495a7763831266b3050fc2b4bd	521233	live
145983ee-1193-406c-a461-39bfbc82ae7d	ed2f4bed-1958-4e57-a69e-a3714c062d3f.FPKM.txt.gz	6b37f65d502c5f657dc5049a8c9e6f35	533777	live
14b206ae-4da7-447b-b08b-d68d3dcc6ece	bdaf566b-2c4a-4194-be7d-f8fdcee904ee.FPKM.txt.gz	057f45e942e44dac941db74c887d2a38	523555	live
1507af14-4f2f-4776-812e-910152a57ee2	18433231-cde5-4827-9aa1-21557ea27126.FPKM.txt.gz	39565e8c71f08ac085fe4acf93716f14	519332	live
1552e4e9-5b18-4a54-adc4-e310ffbc6a39	baa0bd88-0a6f-40a8-829f-8673ac38437c.FPKM.txt.gz	4320eb0409b5e9f11116f6ae1978ca8d	507664	live
159208f7-3ef7-465e-b24a-51fff52d0608	6367a8f1-ab21-4c13-aa24-a5f41ff0a7f5.FPKM.txt.gz	083ca5b9e88b477cc8fd0ac10dd5964c	536758	live
160aad10-2a3a-482e-842c-492c63fd2628	e56bd184-616f-4c4f-b935-8a4978d2aae9.FPKM.txt.gz	40f44f4a1ab81cdb1ef3afb662111b9a	524481	live
183ea15c-24bc-4514-8b0a-6f61fa87adb3	ed22ecf9-2215-4bc4-a660-f8dbd2e2d15c.FPKM.txt.gz	f646c469547947cfc0f655c4849fc7d0	507343	live
19848c9f-3610-47fc-a987-6dfbac99a6ac	5e2f16e9-0720-4688-9e95-9fc480c8ade7.FPKM.txt.gz	58396dbece8d2f756802b0d4a0ed7cf3	526055	live
1997b345-168b-4c4b-8ae9-7753ccd6bd83	cc55b073-6dbd-494e-aac6-c7a23b36bf0e.FPKM.txt.gz	c476a1c49fccaf16e365146c83a1af4e	518223	live
199aed4a-5d93-4f0d-8a82-a5e32a09cc46	f927688f-646f-466e-aeab-1d6eceda8d56.FPKM.txt.gz	868cf2892e23dec593e05012a4df91fa	516305	live
1a4542ea-e120-4a75-8d19-1ef17f448a1e	30a4f047-3ea5-47c1-8ee6-4e83e98df82e.FPKM.txt.gz	7f042254b7fb2dc45454f55e34b6a941	512181	live
1ba61f31-f25f-4880-9fd0-f63050d606a3	a328f9b1-16f8-4b00-aebe-781ac3307109.FPKM.txt.gz	5fd54d282345cda06bdacf5ef85a8508	530004	live
1bca68b8-b216-42b9-8a83-b3136d29c8ce	4a773e8d-4b37-4f1f-9b6b-35afdc3d32c9.FPKM.txt.gz	412ede3200521bc8ee841ea2ad04e138	544289	live
1cf09453-45cc-4bf5-9578-719323d19353	606767dd-9844-4bcd-851b-fe7a81442d56.FPKM.txt.gz	23c9e16db16cc379cdaae9f2b9ffc60b	513739	live
1d015523-3081-43e5-90bf-608430cb77d2	88b30875-737d-43f3-baa9-8a97a1f0009e.FPKM.txt.gz	cbe8eaf50a5144ffaa06a3fffd84bc4d	516105	live
1d09186e-14f6-4917-be3c-785fd13f3f4f	a94e8cae-cfd3-4f4a-bd6c-9cd80852128a.FPKM.txt.gz	a4ab404fba98dd10ba9bbbd3361dfed8	527170	live
1df2d300-90d4-4ce8-ab13-411afcef1051	be0707df-1761-4c49-abec-cce9b01ff2db.FPKM.txt.gz	df3a056680a5e13758aa2fbaaf1007be	510510	live
1e025aa2-b105-4c95-bf0d-92c1091d6975	318897c4-11d8-4d01-9f1c-f966897ea9a5.FPKM.txt.gz	8c4b4254c0458871f2273846e8f74cdc	518091	live
1e1c111e-4588-420c-b9df-2d2bc65b842e	2104016c-bd83-40cd-9087-a5d9195b166f.FPKM.txt.gz	55622bb799c6f06681d7db2294e6c13d	529559	live
1f4e831a-5d7e-48a9-a1fc-5bf9f0f18fd4	3a8adea5-5520-41de-aed8-dfce2d52386e.FPKM.txt.gz	9851b4080d147947115a1fa57b161da2	515541	live
1f6f8b34-2517-418d-8a49-e5f200ddf718	807bccb7-aef3-46f5-ab26-8381f22d8529.FPKM.txt.gz	de256b9d1a246851e8321829873d688b	506174	live
1fa0ecd7-ff78-4c60-8e32-f5ec8bc6a281	8c36062e-bf1d-4d6c-be76-37d9fd4805bc.FPKM.txt.gz	93e72a93adf0ee331c6e22c1d0dfd0ec	533408	live
20a3d99b-ddf5-4d58-be8b-188998b016a1	5d7766c6-e42f-4f85-9065-d8bcc54d7db9.FPKM.txt.gz	41986535fa48fcbb1b23260e93c42487	512946	live
20ae40e5-5214-4968-bab1-08f54a590dad	eba8dfd9-2c7c-4bde-96d1-753742333397.FPKM.txt.gz	c31484f889612d47d977f3f91ee24d82	511136	live
20d64c1b-439e-4c3d-957a-189c249cf045	7ff8c77c-67df-47dd-b6af-758a7f3fd381.FPKM.txt.gz	ad27fc3f05a82e8314a544cbc41ae8a5	521139	live
21476dc7-71b0-4af2-890d-2bc50632ad14	13990c37-cf67-4b43-b962-6b7e99ffc995.FPKM.txt.gz	55298fe295753fec3bf2b3fc1c41ee67	513292	live
219792f4-c25c-4614-92e5-69d412d3d480	a2eb131b-ee21-4502-b626-ee4cd42ef1ea.FPKM.txt.gz	42c0966e3cd826703978bee66aa331a5	518266	live
222e1bb2-720c-4542-a9ba-88d005c3de56	fc5f707b-76cd-4c0d-a9de-ede5a1ef2bb5.FPKM.txt.gz	577ef5dd134ad16bfb64b6a2d5570e1f	530235	live
223f6ea4-3958-49aa-9066-821d56dce13c	b5ddd8f3-3a54-4c3c-8ac0-69edd7ee7b54.FPKM.txt.gz	b727e7c1daf72a497872a16300c5f157	516014	live
22f49210-79f7-4f78-bf9d-6b8656094863	7ec11e7d-f7bf-4e70-94f3-3fb933f7bf58.FPKM.txt.gz	2f03fa3f1e23886fd2a86bb97edff910	518075	live
230f723d-d407-4819-b9d3-9396560e5bd8	2117425e-18b0-4658-ba56-2db6cb6ad9e5.FPKM.txt.gz	06f2c343d40536ce60ad8f10045cddcd	538904	live
23253fb5-0223-49a8-aae3-9391240756b4	f950e572-3faa-4ee3-ba56-da53e1476fa7.FPKM.txt.gz	91a5d8b5a10ab63ca3d4311606a52528	525660	live
23963bf3-08dc-48bc-ab1b-a086904b350e	cdb0c6e0-ff83-4208-8dc4-53373dec2d94.FPKM.txt.gz	cd72299a2e22a31854ed131e71449f12	499297	live
23eed4c7-a367-4966-905e-c9271f25e9de	e1bf71c6-b975-456e-8b1d-309c465788ce.FPKM.txt.gz	288689f82fcc2338948b087bf27a7a74	529315	live
244e894c-d72a-43d5-8b8c-e4b01235354a	f1c7d45b-f293-4b9f-b039-52bf7fcf5853.FPKM.txt.gz	f3f2887cca974e4e0a26924da474ef69	511695	live
247e2add-dd9d-4bfe-8fc1-68d215eaa8d9	4d7e82d7-665f-4391-92d3-7badc9789b43.FPKM.txt.gz	58bb4564f76357d5cf30f1398859bcc3	515561	live
2495d3c4-8fba-49e5-a549-505a39e927d2	1d5070a1-10ea-42e9-bb01-63cadb01138b.FPKM.txt.gz	11a17f36306e7ef6b9888347c216f242	518411	live
24cb4b7d-871f-464a-be62-e45849061d98	a1d5d861-951e-48c6-ae6a-acbae24c214d.FPKM.txt.gz	c891908bae4b45761671ea9323aff4ba	521793	live
25e2fdef-77ff-46c2-8028-83441a98bd43	2d5ebcd0-4e47-4e76-adaf-21fa274ed0c4.FPKM.txt.gz	073a0547407ce38a5ec2c4668071494d	503151	live
25f67b5b-dcb1-4e0d-be71-814aa009b51d	e3ed758e-6842-45dd-9048-82cf7a7be5b2.FPKM.txt.gz	8090b13a00758fd4989460d2c071e0c9	508291	live
26bb6ea8-d81d-4966-bb1b-6382fda68d3a	bf5578a1-08e6-43ee-89c9-d00a7be4de41.FPKM.txt.gz	49b4c03ebed26647a26a8af08d1da138	532259	live
2704c45c-bb49-42a6-a26a-4ac938bab4a7	c2b14984-5f00-40a2-b977-990f30066906.FPKM.txt.gz	f4eb1ff9aa2c52340bcce98083e4dba9	509079	live
29155f07-f7cb-4f32-a0fc-71ddbb97893f	4017b4c9-3873-499b-ab27-7a9834392240.FPKM.txt.gz	b56f33fc668b4e8d9555f0a11b5daa76	504954	live
29b89899-6e76-4c12-8cd2-df5864081d05	ba57cbaf-b52c-402b-b72a-f0df0e086369.FPKM.txt.gz	e1e50d7e636f3a69d9bb4c74630ec035	512377	live
2a0fe560-9822-4681-9c39-1ca3176cdf58	a0c52010-3ef6-4ec9-b944-e967b36da124.FPKM.txt.gz	170f8e7dad53662218760d4d8756d3d6	537502	live
2a4ae1d5-77a4-4fe4-ab7e-c5e9c1328b8c	ceb2a238-0d2e-410a-9f44-20b8abea8689.FPKM.txt.gz	df1285d1c5f86bac7e6d6acc97298f3e	510545	live
2ad3bc22-4c89-402f-936c-d9215a3e8771	57551a3f-81c3-42f0-bfcd-b9430881b07f.FPKM.txt.gz	0b360c1a24d7c7a6ead8cc20fb72a446	524320	live
2c9cc54e-c62c-450b-9e77-747f234b00e5	0defce8d-3eb5-4f6d-bc9f-46d761bd130a.FPKM.txt.gz	054bc93c0c1617f255c82360734b2c47	511648	live
2cd531aa-5259-49cf-a82f-4cd318d0c131	b925d6df-8e61-4c3c-84fb-242c5d2c7f38.FPKM.txt.gz	053fa21517b344c284583d0aec0471cd	504196	live
2d22ebbc-0611-46af-bd41-8fe2ad62af0d	81e8a6a8-3577-42c1-a45b-e0143ad55fdf.FPKM.txt.gz	a3dc5dbe5ec8c9bde855eef04ff15d6e	501198	live
2e242a18-2456-433b-a7d0-64019a7d9366	9d6e58fa-a1b1-4e82-96fe-d3d91528722e.FPKM.txt.gz	93b46698bf5838c7ec1f7a7d4396fd4a	503807	live
2ecb0df7-3c03-486c-9585-9cd1f8fec333	347eebe8-1e5e-484a-bab4-f84147eb9664.FPKM.txt.gz	4d0629c3cd054c8cff2d34e5f4d5a9d7	516575	live
2ef36f15-3489-4818-b5ee-b299f62d0da2	497d8716-c8a0-4b3d-b0ec-b491f0f056cd.FPKM.txt.gz	7cac9cae710a833ec83c8ed899c58543	536542	live
2fc4b715-dfc8-4ca9-9244-dd9a86c71910	98ecea60-b27e-4a2a-94cd-f3c606f462f8.FPKM.txt.gz	9e027e81de92545748d3828f9ee484d2	507240	live
2fd08d1f-75ac-4129-b773-f0524a32cd95	cf9410ef-5f77-4055-850e-5d764b502a68.FPKM.txt.gz	3d992b7ae7237121fcc50b445b9f0458	498434	live
2fe6dcba-5ad0-4eee-9c7b-9be160e22287	d7f33a5b-096f-4786-af14-87fc93bb7087.FPKM.txt.gz	48fadb69463a54727ced7f18c6712c97	503992	live
3113539d-7352-41ef-bfec-055e10bb154a	596e208a-962b-45d9-b4f0-0eb244dd7874.FPKM.txt.gz	168dbded6ccd2bcee254741fc116d256	508785	live
31d0e1b1-20ab-4f10-b90f-f649bfe66d42	44cd8138-0073-4af9-8411-88ebd4592c8f.FPKM.txt.gz	8811f833be71e04e385efc4725c5e43c	481733	live
32688608-57f9-4646-b59a-cb295eb77ca4	166edae7-0242-4a46-8b0b-ae75a362153c.FPKM.txt.gz	469e1ccfc8e7d1eeb6e5fe3eabc6b159	511469	live
3275ab9b-6a1d-49dc-8aee-9167d8ce82a1	20c34cc9-31cd-44f9-9288-a059ffafebb8.FPKM.txt.gz	404e9663db84da5a28b0723728021b2e	487329	live
32e84d8b-4132-4aab-8f10-3f78f777e27e	00eb7c26-84fd-4ab9-93a1-3d209dfc0f43.FPKM.txt.gz	7e093a960b240d57307b2712dbe03942	525003	live
338f1a28-d9c9-4ba5-9673-422dd64cebe9	372326a0-8232-477c-89b2-f7f08dbe7d23.FPKM.txt.gz	72084a64ae8376e3028d0a805161f1de	500943	live
347682c5-664d-4abd-ba9f-2c80294ae857	0982be21-b4a3-4e43-92ba-1f2bde1c17d7.FPKM.txt.gz	26c387e39792390115c6030195c1ef8c	527251	live
3497fdf0-35ce-4899-aa90-cbc8a2862b67	5f41f477-99ab-4fc7-a43a-8bf4317c6952.FPKM.txt.gz	603503b695b592910195e082115848ad	514926	live
34dc8215-a0ad-4889-97c1-6472403fe67b	39952ce1-cb34-48c6-ad20-7aca8286f4ef.FPKM.txt.gz	9973d45e9f584404b86afb12441c27b2	514660	live
35553191-3629-4293-8639-fb8c17a99631	0a4df4cc-74dd-4858-864b-b483e75b30f8.FPKM.txt.gz	eae89e9c9deb788037c5ac890a0852fe	505989	live
3609988b-9184-46a7-a133-721421fb1e72	157c638d-9173-460d-b001-d29f7beeb5b7.FPKM.txt.gz	15063ca40c5bee1f92a11eb32ac79bc5	507886	live
377aa31b-491b-490d-803b-12869dc293ec	8a4a20ed-b31a-4ef7-815d-ab1b100e063b.FPKM.txt.gz	edeb20dd6e4a55a09c8a0e2eeb72dfe1	520552	live
385cb247-3b2f-4fdb-87bb-465fd55c80f6	c7116e13-54a3-41bc-ab15-c6a1d1e1247a.FPKM.txt.gz	39cf2f33615c01d3a98ea6c10785568b	522571	live
3888d6d5-504d-4f8e-b068-ecf21b8a6431	38f14531-0951-4b42-92fd-360e9b29b761.FPKM.txt.gz	048599cb6c6616e59d4122bad63537ee	517223	live
39cd4cc0-21c7-4c2f-986c-97b407f469af	95b387fa-9498-4a1e-b701-654786f9d0a6.FPKM.txt.gz	4e4704d56ea45db08bcfed33d2857833	513581	live
39f24e92-ab7f-4f52-a1e7-ed12288c98f5	f5543b70-ba01-4821-a161-b402c07392ce.FPKM.txt.gz	cfd14754ade08c46cfd26144eb61c3dc	526525	live
3a03fcf1-5fed-4d56-be49-395c544cb98e	bad424b0-a7cf-46c5-b629-1cdd955f35d1.FPKM.txt.gz	5657e2b5d8b685c1986927a9d9ae7146	500503	live
3a8038b6-3e33-417c-bd9d-abaa49af67b1	d98aa6a3-c555-40d8-adcb-5dcf74f24a9e.FPKM.txt.gz	e56e9acff39d70c6dc37d33645e6e04f	519120	live
3b78f2dd-5cc1-4119-8cac-39c20672d8c0	33a4dc77-4cfa-49c9-9330-edccbf515aa4.FPKM.txt.gz	fcf87d0f2f6e319d85225fc1a453e24a	490836	live
3ba69a3f-066e-446b-b195-0634b5f02612	c05ce281-b3ce-4c02-a051-3fd68ad2d62d.FPKM.txt.gz	278692f65aa29d64216b49e087b8b2b6	533283	live
3c009e09-f8ee-4950-a603-5b3028897c09	a273ebe0-bea5-40ee-acc3-a4f69c9fb3b0.FPKM.txt.gz	627fa964f9d3d1ae8bcc952335d7cd56	493555	live
3ced3005-f2ff-4e50-9535-191a4426c37a	6bb04c58-1cd3-4595-b04d-a35b291e7708.FPKM.txt.gz	b00c5ee5a4c5a8d72485577bb30d4c52	522604	live
3d56a003-e8e6-4995-9eba-29af69639b79	918b212d-5768-4815-a031-9ac6c6bd2d2d.FPKM.txt.gz	02a5b98e8214f2fc93981cca60497dde	512579	live
3d8625af-aa62-47fe-baed-e025ea994597	b37bb5d7-a62a-4fac-a9e2-3e5af5b820dd.FPKM.txt.gz	3c045be1f6aa95b8055bccc7c9a49427	520757	live
3d9da883-bc49-49c8-96ed-1ece2e5ca29b	f87cd150-16db-42e7-b78a-667735956ba3.FPKM.txt.gz	eea06a302d672a2e2f74b5eafba8cbdc	518756	live
3da22c0e-25c9-4a3d-bd46-140099abf7d7	1c3e2b57-9927-4821-9842-4c62ed8c2907.FPKM.txt.gz	6c85dcdc7e55d60acd094fa3c16be123	524499	live
3e4d2d12-0c26-4a93-8c85-8a5ad5efad56	208eb16b-3ed5-4cfe-823d-0da9af5ba913.FPKM.txt.gz	f44114bcfd03bea767af1df4504d2563	534290	live
3ec4fedc-6a37-492a-98da-584f9a79225c	cf4fa58c-803f-4195-bf42-13aa71403d16.FPKM.txt.gz	aa21f8ade7590268068339942f378aab	516747	live
3f259d1a-5efd-42fb-87ae-bd0c4d10271f	6592706a-4d75-4fb2-bf9d-8c0febf4a80e.FPKM.txt.gz	a88008a3815dec3567b47e1f54ca3923	520805	live
411a07ae-6bf8-4494-b499-cdb5d06d16c5	0a923c09-5f30-4e5c-adef-baca0c461227.FPKM.txt.gz	20110cd3c3c22ae2d9f5aa197088ddb3	509395	live
4174f9df-f59a-41e5-aeb4-400f7df93a9d	096e442a-b0ce-4d28-b901-a84e0d752ec4.FPKM.txt.gz	018511b2e38976b124e96edbca1c9ff1	492479	live
41807804-6458-4d9e-9b76-ca30e0ff3cec	dff23fef-04fe-460e-8a3a-c0465936e843.FPKM.txt.gz	610906d4e9765c4bebfb1aaa1bd62859	508248	live
42365c08-5b84-4a59-86c3-750ef240cce0	02599613-1566-40af-8606-a438c2b17061.FPKM.txt.gz	ffa1c87b396560ad12cf5d00944febbd	523845	live
42625023-88e5-4c8f-a7de-c6d3bc491ed7	14a0b1b2-99dc-4f36-ab1c-fdf6fa95c15f.FPKM.txt.gz	eb98d85ff5a519078df1779a2ccf08e8	527560	live
426fe577-2696-4495-bc67-d004d654239c	9bce6ce6-683c-4a35-9c23-763cdbd209a5.FPKM.txt.gz	8bd1de70e5d338402c91c5534fda63f3	503148	live
4272f501-5528-46b9-89fa-2c38b41122ed	f676c6d1-b263-467c-ae4f-547628572df8.FPKM.txt.gz	41d3c858aca63058f033d6254402c8f8	513521	live
434591e4-e41a-4055-a74a-fb7a2dd6a6e8	293bd050-b485-496e-9b2c-02564e790879.FPKM.txt.gz	ce1368be8b98a08e4cca394a62921201	515863	live
44389950-f656-425b-bfe2-b7617b6c0a6e	5ec72280-04a7-434f-bdee-5bcffe7bc83d.FPKM.txt.gz	190f83531343ab4742efe93f918f2c11	500591	live
4448189a-3935-43fe-a01c-241688f5f4cc	8a42c830-5632-4d7e-92bc-f8f0e774d7ff.FPKM.txt.gz	3597af6dea1383d68501a3225a5a0ac2	542355	live
448dccd3-92b3-48c8-979c-ad629f8fbb45	a92efe2e-fd0d-4e40-a90f-d0343b079d5d.FPKM.txt.gz	da5a72e14ad599bf0dfc4e660875311d	522571	live
4616b06b-c108-4a0d-bc28-7b1cd321dfcd	dfb1ab26-8751-4b67-9edc-2c8c9bf15f76.FPKM.txt.gz	b63bf8cc0c9da4b69fcc30ae56c5eacd	533538	live
46423418-ec01-4ad5-bed1-8242239087da	8e08141b-7a0a-4a93-b9f1-0479b423c4b0.FPKM.txt.gz	451bc0a2568e4e3458f57f5959dea553	528810	live
46fd51ee-65ac-4ba0-a055-5be0e7413c95	551f910f-e0d8-4892-8c0c-60a833e0f328.FPKM.txt.gz	968279e8c8efc81cd091af89a52d8995	501960	live
